,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunrise,sunset,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
154,2020-06-02 22:00:00+00:00,23.9585,10.7585,18.404335,0,0,59667.516,51924.867,0.0,0.0,10.739833,26.64,73.19768
155,2020-06-03 22:00:00+00:00,24.6585,13.3585005,17.852251,0,0,59768.797,17441.945,2.6000001,0.0,24.795612,48.239998,137.87234
156,2020-06-04 22:00:00+00:00,17.3585,12.2585,14.512668,0,0,59864.96,33073.137,3.9999998,0.0,24.503809,44.28,238.1416
157,2020-06-05 22:00:00+00:00,18.4585,8.8085,14.10225,0,0,59955.906,53479.805,1.1,0.0,26.987997,48.96,225.09174
158,2020-06-06 22:00:00+00:00,19.4585,9.8085,14.920999,0,0,60041.527,5712.8994,0.6,0.0,15.459054,31.319998,200.48163
159,2020-06-07 22:00:00+00:00,20.4085,8.9585,16.014751,0,0,60121.7,51046.15,0.0,0.0,12.522619,29.16,310.067
160,2020-06-08 22:00:00+00:00,21.5585,11.2585,17.279333,0,0,60196.31,44730.49,0.0,0.0,16.595179,29.88,36.81001
161,2020-06-09 22:00:00+00:00,21.508501,11.4585,16.464752,0,0,60265.254,40139.49,0.0,0.0,19.486609,38.519997,26.955631
162,2020-06-10 22:00:00+00:00,20.0585,14.7585,17.152252,0,0,60328.434,2885.6384,10.700001,0.0,13.5515,24.48,32.483753
163,2020-06-11 22:00:00+00:00,26.1585,13.3085,20.15225,0,0,60385.75,50605.492,1.0,0.0,16.42247,32.760002,52.55078
164,2020-06-12 22:00:00+00:00,28.1085,19.0585,23.502249,0,0,60437.082,36219.484,1.0,0.0,19.416653,37.44,73.59393
165,2020-06-13 22:00:00+00:00,24.4085,17.758501,21.31475,0,0,60482.367,52856.62,4.4,0.0,21.542923,39.239998,72.46015
166,2020-06-14 22:00:00+00:00,24.2085,14.8585005,19.600168,0,0,60521.484,54190.36,0.0,0.0,16.418526,32.039997,56.141247
167,2020-06-15 22:00:00+00:00,25.5585,12.4585,19.764753,0,0,60554.367,54778.926,0.0,0.0,9.693296,20.519999,8.746076
168,2020-06-16 22:00:00+00:00,27.7085,14.8585005,22.273085,0,0,60580.92,54896.96,0.0,0.0,17.566378,29.88,55.496464
169,2020-06-17 22:00:00+00:00,25.758501,16.8585,21.516832,0,0,60601.074,43119.32,0.1,0.0,16.29174,29.519999,46.0415
170,2020-06-18 22:00:00+00:00,20.6585,15.908501,18.083502,0,0,60614.758,16843.451,4.2000003,0.0,15.575981,29.519999,304.8466
171,2020-06-19 22:00:00+00:00,19.3585,15.5085,17.035585,0,0,60621.9,11071.248,7.8,0.0,26.31942,48.6,303.0541
172,2020-06-20 22:00:00+00:00,22.8085,14.5085,17.700169,0,0,60622.434,6545.9824,4.3999996,0.0,22.406927,39.6,319.7248
173,2020-06-21 22:00:00+00:00,25.1585,11.658501,19.202253,0,0,60616.297,55269.242,0.0,0.0,23.469128,43.56,317.1211
174,2020-06-22 22:00:00+00:00,23.758501,12.7085,18.831419,0,0,60603.36,55578.67,0.0,0.0,16.394829,33.48,344.9702
175,2020-06-23 22:00:00+00:00,24.6585,12.6085005,19.643919,0,0,60583.688,36978.227,0.0,0.0,17.884428,35.28,36.180664
176,2020-06-24 22:00:00+00:00,27.4085,18.6585,23.018919,0,0,60557.375,47640.082,0.4,0.0,21.24,41.760002,87.32186
177,2020-06-25 22:00:00+00:00,27.258501,17.4585,22.489752,0,0,60524.527,46919.3,6.9999995,0.0,16.516901,39.96,96.017654
178,2020-06-26 22:00:00+00:00,30.3585,17.4585,24.406416,0,0,60485.25,48895.258,0.1,0.0,17.114204,30.960001,213.44263
179,2020-06-27 22:00:00+00:00,28.9085,19.758501,23.262667,0,0,60439.664,33827.523,1.4,0.0,21.175835,49.68,248.74557
180,2020-06-28 22:00:00+00:00,23.3085,18.0585,20.452251,0,0,60387.89,51713.984,0.4,0.0,17.377226,39.239998,246.68724
181,2020-06-29 22:00:00+00:00,22.9585,15.2585,19.2835,0,0,60330.055,33976.25,0.0,0.0,29.144438,54.0,253.42436
182,2020-06-30 22:00:00+00:00,22.7085,16.9585,19.758501,0,0,60266.273,14582.214,7.2000003,0.0,23.710857,44.639996,224.31271
183,2020-07-01 22:00:00+00:00,22.9085,16.0085,19.693916,0,0,60196.68,51409.445,1.0,0.0,17.298738,34.56,255.36278
184,2020-07-02 22:00:00+00:00,22.0585,15.2585,18.921001,0,0,60121.426,47820.88,1.4,0.0,19.881649,40.32,271.6474
185,2020-07-03 22:00:00+00:00,25.1085,14.908501,20.162666,0,0,60040.605,41777.113,1.9000001,0.0,24.651457,49.68,235.46625
186,2020-07-04 22:00:00+00:00,26.8585,18.9585,22.387667,0,0,59954.4,22320.674,1.2,0.0,33.651817,60.120003,237.48468
187,2020-07-05 22:00:00+00:00,20.258501,15.0085,18.435587,0,0,59862.914,53830.547,0.7,0.0,31.883888,61.199997,266.03888
188,2020-07-06 22:00:00+00:00,19.3085,11.5585,15.927254,0,0,59766.305,46606.55,0.3,0.0,21.313093,40.32,269.29703
189,2020-07-07 22:00:00+00:00,17.8585,12.408501,15.179334,0,0,59664.707,22580.15,0.6,0.0,19.44,38.88,257.7836
